ID,Item,FailureMode,Effect,Severity,Occurrence,Detection,RPN,ActionPriority,File,Line
FMEA-5044,testRunEnded,Race condition in testRunEnded(),Incorrect system behaviour or safety-function failure originating in testRunEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13549
FMEA-11668,finish,Race condition in finish(),Incorrect system behaviour or safety-function failure originating in finish (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_chronometer.hpp,33
FMEA-5832,isDebuggerActive,Race condition in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3806
FMEA-5040,testRunStarting,Race condition in testRunStarting(),Incorrect system behaviour or safety-function failure originating in testRunStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13548
FMEA-5836,formatReconstructedExpression,Race condition in formatReconstructedExpression(),Incorrect system behaviour or safety-function failure originating in formatReconstructedExpression (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3822
FMEA-11664,start,Race condition in start(),Incorrect system behaviour or safety-function failure originating in start (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_chronometer.hpp,32
FMEA-5840,throw_exception,Race condition in throw_exception(),Incorrect system behaviour or safety-function failure originating in throw_exception (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3840
FMEA-12248,lambda,Race condition in lambda(),Incorrect system behaviour or safety-function failure originating in lambda (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,756
FMEA-5844,throw_logic_error,Race condition in throw_logic_error(),Incorrect system behaviour or safety-function failure originating in throw_logic_error (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3848
FMEA-4988,sectionEnded,Race condition in sectionEnded(),Incorrect system behaviour or safety-function failure originating in sectionEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13431
FMEA-5032,printTestRunTotals,Race condition in printTestRunTotals(),Incorrect system behaviour or safety-function failure originating in printTestRunTotals (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13522
FMEA-5848,throw_domain_error,Race condition in throw_domain_error(),Incorrect system behaviour or safety-function failure originating in throw_domain_error (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3853
FMEA-12256,BoundLambda,Race condition in BoundLambda(),Incorrect system behaviour or safety-function failure originating in BoundLambda (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,784
FMEA-5852,throw_runtime_error,Race condition in throw_runtime_error(),Incorrect system behaviour or safety-function failure originating in throw_runtime_error (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3858
FMEA-5028,defaultListTests,Race condition in defaultListTests(),Incorrect system behaviour or safety-function failure originating in defaultListTests (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13511
FMEA-5856,extractInstanceName,Race condition in extractInstanceName(),Incorrect system behaviour or safety-function failure originating in extractInstanceName (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3879
FMEA-11648,internalAppendTag,Race condition in internalAppendTag(),Incorrect system behaviour or safety-function failure originating in internalAppendTag (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/catch_test_case_info.hpp,95
FMEA-5024,defaultListTags,Race condition in defaultListTags(),Incorrect system behaviour or safety-function failure originating in defaultListTags (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13500
FMEA-12260,setValue,Race condition in setValue(),Incorrect system behaviour or safety-function failure originating in setValue (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,786
FMEA-5860,tryTranslators,Race condition in tryTranslators(),Incorrect system behaviour or safety-function failure originating in tryTranslators (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3987
FMEA-5956,isnan,Race condition in isnan(),Incorrect system behaviour or safety-function failure originating in isnan (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,5000
FMEA-5944,list,Race condition in list(),Incorrect system behaviour or safety-function failure originating in list (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4736
FMEA-4956,listListeners,Race condition in listListeners(),Incorrect system behaviour or safety-function failure originating in listListeners (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13420
FMEA-11588,WithinRel,Race condition in WithinRel(),Incorrect system behaviour or safety-function failure originating in WithinRel (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,76
FMEA-12308,required,Race condition in required(),Incorrect system behaviour or safety-function failure originating in required (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,865
FMEA-5948,main,Race condition in main(),Incorrect system behaviour or safety-function failure originating in main (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4776
FMEA-4952,listReporters,Race condition in listReporters(),Incorrect system behaviour or safety-function failure originating in listReporters (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13418
FMEA-11584,WithinRel,Race condition in WithinRel(),Incorrect system behaviour or safety-function failure originating in WithinRel (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,74
FMEA-12312,isOptional,Race condition in isOptional(),Incorrect system behaviour or safety-function failure originating in isOptional (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,870
FMEA-4948,assertionEnded,Race condition in assertionEnded(),Incorrect system behaviour or safety-function failure originating in assertionEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13416
FMEA-5952,isnan,Race condition in isnan(),Incorrect system behaviour or safety-function failure originating in isnan (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4997
FMEA-4944,assertionStarting,Race condition in assertionStarting(),Incorrect system behaviour or safety-function failure originating in assertionStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13415
FMEA-4960,listTests,Race condition in listTests(),Incorrect system behaviour or safety-function failure originating in listTests (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13422
FMEA-11580,WithinRel,Race condition in WithinRel(),Incorrect system behaviour or safety-function failure originating in WithinRel (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,72
FMEA-12316,cardinality,Race condition in cardinality(),Incorrect system behaviour or safety-function failure originating in cardinality (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,874
FMEA-5960,isnan,Race condition in isnan(),Incorrect system behaviour or safety-function failure originating in isnan (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,5005
FMEA-4940,benchmarkFailed,Race condition in benchmarkFailed(),Incorrect system behaviour or safety-function failure originating in benchmarkFailed (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13413
FMEA-11576,match,Race condition in match(),Incorrect system behaviour or safety-function failure originating in match (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,64
FMEA-5964,isnan,Race condition in isnan(),Incorrect system behaviour or safety-function failure originating in isnan (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,5008
FMEA-12320,hint,Race condition in hint(),Incorrect system behaviour or safety-function failure originating in hint (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,881
FMEA-5968,nextafter,Race condition in nextafter(),Incorrect system behaviour or safety-function failure originating in nextafter (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,5014
FMEA-4936,benchmarkEnded,Race condition in benchmarkEnded(),Incorrect system behaviour or safety-function failure originating in benchmarkEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13412
FMEA-11572,WithinULP,Race condition in WithinULP(),Incorrect system behaviour or safety-function failure originating in WithinULP (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,51
FMEA-4932,benchmarkStarting,Race condition in benchmarkStarting(),Incorrect system behaviour or safety-function failure originating in benchmarkStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13411
FMEA-4972,testRunStarting,Race condition in testRunStarting(),Incorrect system behaviour or safety-function failure originating in testRunStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13426
FMEA-12284,parse,Race condition in parse(),Incorrect system behaviour or safety-function failure originating in parse (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,817
FMEA-5908,isConsole,Race condition in isConsole(),Incorrect system behaviour or safety-function failure originating in isConsole (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4405
FMEA-11612,parser,Race condition in parser(),Incorrect system behaviour or safety-function failure originating in parser (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/catch_config.cpp,128
FMEA-4984,sectionStarting,Race condition in sectionStarting(),Incorrect system behaviour or safety-function failure originating in sectionStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13430
FMEA-4980,testCasePartialStarting,Race condition in testCasePartialStarting(),Incorrect system behaviour or safety-function failure originating in testCasePartialStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13428
FMEA-5916,isConsole,Race condition in isConsole(),Incorrect system behaviour or safety-function failure originating in isConsole (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4418
FMEA-5920,makeStream,Race condition in makeStream(),Incorrect system behaviour or safety-function failure originating in makeStream (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4441
FMEA-4976,testCaseStarting,Race condition in testCaseStarting(),Incorrect system behaviour or safety-function failure originating in testCaseStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13427
FMEA-12296,ParserRefImpl,Race condition in ParserRefImpl(),Incorrect system behaviour or safety-function failure originating in ParserRefImpl (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,840
FMEA-5924,writeImpl,Race condition in writeImpl(),Incorrect system behaviour or safety-function failure originating in writeImpl (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4545
FMEA-11600,IsNaN,Race condition in IsNaN(),Incorrect system behaviour or safety-function failure originating in IsNaN (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,89
FMEA-5824,isDebuggerActive,Race condition in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3800
FMEA-5928,listTests,Race condition in listTests(),Incorrect system behaviour or safety-function failure originating in listTests (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4660
FMEA-11596,match,Race condition in match(),Incorrect system behaviour or safety-function failure originating in match (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,85
FMEA-5932,listTags,Race condition in listTags(),Incorrect system behaviour or safety-function failure originating in listTags (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4666
FMEA-4968,noMatchingTestCases,Race condition in noMatchingTestCases(),Incorrect system behaviour or safety-function failure originating in noMatchingTestCases (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13425
FMEA-12300,operator,Race condition in operator(),Incorrect system behaviour or safety-function failure originating in operator (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,855
FMEA-5936,listReporters,Race condition in listReporters(),Incorrect system behaviour or safety-function failure originating in listReporters (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4688
FMEA-4964,listTags,Race condition in listTags(),Incorrect system behaviour or safety-function failure originating in listTags (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13423
FMEA-11592,WithinRel,Race condition in WithinRel(),Incorrect system behaviour or safety-function failure originating in WithinRel (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/matchers/catch_matchers_floating_point.hpp,78
FMEA-12304,optional,Race condition in optional(),Incorrect system behaviour or safety-function failure originating in optional (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,860
FMEA-5940,listListeners,Race condition in listListeners(),Incorrect system behaviour or safety-function failure originating in listListeners (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,4700
FMEA-11748,warmup,Race condition in warmup(),Incorrect system behaviour or safety-function failure originating in warmup (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_estimate_clock.hpp,57
FMEA-5708,registerTranslatorImpl,Race condition in registerTranslatorImpl(),Incorrect system behaviour or safety-function failure originating in registerTranslatorImpl (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2237
FMEA-12180,remainingTokens,Race condition in remainingTokens(),Incorrect system behaviour or safety-function failure originating in remainingTokens (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,638
FMEA-5120,isInside,Race condition in isInside(),Incorrect system behaviour or safety-function failure originating in isInside (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13595
FMEA-5712,throw_generator_exception,Race condition in throw_generator_exception(),Incorrect system behaviour or safety-function failure originating in throw_generator_exception (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2305
FMEA-11756,estimate_clock_cost,Race condition in estimate_clock_cost(),Incorrect system behaviour or safety-function failure originating in estimate_clock_cost (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_estimate_clock.hpp,71
FMEA-5116,endArray,Race condition in endArray(),Incorrect system behaviour or safety-function failure originating in endArray (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13593
FMEA-5716,getResultCapture,Race condition in getResultCapture(),Incorrect system behaviour or safety-function failure originating in getResultCapture (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2313
FMEA-5112,endObject,Race condition in endObject(),Incorrect system behaviour or safety-function failure originating in endObject (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13592
FMEA-5720,getResultCapture,Race condition in getResultCapture(),Incorrect system behaviour or safety-function failure originating in getResultCapture (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2319
FMEA-11752,estimate_clock_resolution,Race condition in estimate_clock_resolution(),Incorrect system behaviour or safety-function failure originating in estimate_clock_resolution (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_estimate_clock.hpp,62
FMEA-5724,CATCH_MOVE,Race condition in CATCH_MOVE(),Incorrect system behaviour or safety-function failure originating in CATCH_MOVE (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2434
FMEA-11760,measure_environment,Race condition in measure_environment(),Incorrect system behaviour or safety-function failure originating in measure_environment (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_estimate_clock.hpp,101
FMEA-5108,listTags,Race condition in listTags(),Incorrect system behaviour or safety-function failure originating in listTags (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13577
FMEA-5728,builder,Race condition in builder(),Incorrect system behaviour or safety-function failure originating in builder (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2456
FMEA-5104,listTests,Race condition in listTests(),Incorrect system behaviour or safety-function failure originating in listTests (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13576
FMEA-5732,getCurrentContext,Race condition in getCurrentContext(),Incorrect system behaviour or safety-function failure originating in getCurrentContext (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2537
FMEA-11744,destruct_on_exit,Race condition in destruct_on_exit(),Incorrect system behaviour or safety-function failure originating in destruct_on_exit (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_constructor.hpp,55
FMEA-5736,handleExceptionMatchExpr,Race condition in handleExceptionMatchExpr(),Incorrect system behaviour or safety-function failure originating in handleExceptionMatchExpr (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2579
FMEA-5100,listListeners,Race condition in listListeners(),Incorrect system behaviour or safety-function failure originating in listListeners (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13574
FMEA-5740,isOptPrefix,Race condition in isOptPrefix(),Incorrect system behaviour or safety-function failure originating in isOptPrefix (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2620
FMEA-11740,destruct_on_exit,Race condition in destruct_on_exit(),Incorrect system behaviour or safety-function failure originating in destruct_on_exit (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_constructor.hpp,52
FMEA-5744,convertInto,Race condition in convertInto(),Incorrect system behaviour or safety-function failure originating in convertInto (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2717
FMEA-5748,convertInto,Race condition in convertInto(),Incorrect system behaviour or safety-function failure originating in convertInto (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2723
FMEA-5688,getCurrentNanosecondsSinceEpoch,Race condition in getCurrentNanosecondsSinceEpoch(),Incorrect system behaviour or safety-function failure originating in getCurrentNanosecondsSinceEpoch (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,1913
FMEA-5672,applies,Race condition in applies(),Incorrect system behaviour or safety-function failure originating in applies (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,1702
FMEA-5144,testCaseEnded,Race condition in testCaseEnded(),Incorrect system behaviour or safety-function failure originating in testCaseEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13636
FMEA-11780,erfc_inv,Race condition in erfc_inv(),Incorrect system behaviour or safety-function failure originating in erfc_inv (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_stats.cpp,272
FMEA-5676,applies,Race condition in applies(),Incorrect system behaviour or safety-function failure originating in applies (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,1705
FMEA-12164,errorMessage,Race condition in errorMessage(),Incorrect system behaviour or safety-function failure originating in errorMessage (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,599
FMEA-5140,assertionEnded,Race condition in assertionEnded(),Incorrect system behaviour or safety-function failure originating in assertionEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13634
FMEA-5680,applies,Race condition in applies(),Incorrect system behaviour or safety-function failure originating in applies (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,1708
FMEA-11776,normal_cdf,Race condition in normal_cdf(),Incorrect system behaviour or safety-function failure originating in normal_cdf (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_stats.cpp,268
FMEA-5684,applies,Race condition in applies(),Incorrect system behaviour or safety-function failure originating in applies (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,1711
FMEA-12168,enforceOk,Race condition in enforceOk(),Incorrect system behaviour or safety-function failure originating in enforceOk (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,602
FMEA-5136,testCaseStarting,Race condition in testCaseStarting(),Incorrect system behaviour or safety-function failure originating in testCaseStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13633
FMEA-5096,listReporters,Race condition in listReporters(),Incorrect system behaviour or safety-function failure originating in listReporters (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13572
FMEA-11772,mean,Race condition in mean(),Incorrect system behaviour or safety-function failure originating in mean (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_stats.cpp,258
FMEA-5692,getElapsedNanoseconds,Race condition in getElapsedNanoseconds(),Incorrect system behaviour or safety-function failure originating in getElapsedNanoseconds (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,1916
FMEA-5132,testRunStarting,Race condition in testRunStarting(),Incorrect system behaviour or safety-function failure originating in testRunStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13631
FMEA-11768,weighted_average_quantile,Race condition in weighted_average_quantile(),Incorrect system behaviour or safety-function failure originating in weighted_average_quantile (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_stats.cpp,211
FMEA-5696,getElapsedMicroseconds,Race condition in getElapsedMicroseconds(),Incorrect system behaviour or safety-function failure originating in getElapsedMicroseconds (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,1922
FMEA-5128,endListing,Race condition in endListing(),Incorrect system behaviour or safety-function failure originating in endListing (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13598
FMEA-12176,type,Race condition in type(),Incorrect system behaviour or safety-function failure originating in type (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,637
FMEA-11764,throw_optimized_away_error,Race condition in throw_optimized_away_error(),Incorrect system behaviour or safety-function failure originating in throw_optimized_away_error (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/detail/catch_run_for_at_least.hpp,43
FMEA-5704,convertIntoString,Race condition in convertIntoString(),Incorrect system behaviour or safety-function failure originating in convertIntoString (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,2013
FMEA-5124,startListing,Race condition in startListing(),Incorrect system behaviour or safety-function failure originating in startListing (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13597
FMEA-5056,testCasePartialStarting,Race condition in testCasePartialStarting(),Incorrect system behaviour or safety-function failure originating in testCasePartialStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13554
FMEA-5788,cleanUpContext,Race condition in cleanUpContext(),Incorrect system behaviour or safety-function failure originating in cleanUpContext (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3638
FMEA-5068,sectionEnded,Race condition in sectionEnded(),Incorrect system behaviour or safety-function failure originating in sectionEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13560
FMEA-5792,writeToDebugConsole,Race condition in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3675
FMEA-11692,measure,Race condition in measure(),Incorrect system behaviour or safety-function failure originating in measure (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_chronometer.hpp,63
FMEA-5796,writeToDebugConsole,Race condition in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3683
FMEA-5064,sectionStarting,Race condition in sectionStarting(),Incorrect system behaviour or safety-function failure originating in sectionStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13559
FMEA-12228,setValue,Race condition in setValue(),Incorrect system behaviour or safety-function failure originating in setValue (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,730
FMEA-5800,writeToDebugConsole,Race condition in writeToDebugConsole(),Incorrect system behaviour or safety-function failure originating in writeToDebugConsole (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3691
FMEA-11688,measure,Race condition in measure(),Incorrect system behaviour or safety-function failure originating in measure (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_chronometer.hpp,58
FMEA-5804,isDebuggerActive,Race condition in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3722
FMEA-5060,testCasePartialEnded,Race condition in testCasePartialEnded(),Incorrect system behaviour or safety-function failure originating in testCasePartialEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13556
FMEA-12224,isContainer,Race condition in isContainer(),Incorrect system behaviour or safety-function failure originating in isContainer (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,728
FMEA-5808,isDebuggerActive,Race condition in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3753
FMEA-11684,runs,Race condition in runs(),Incorrect system behaviour or safety-function failure originating in runs (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_chronometer.hpp,50
FMEA-5812,isDebuggerActive,Race condition in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3772
FMEA-11680,measure,Race condition in measure(),Incorrect system behaviour or safety-function failure originating in measure (function),7,3,6,126,medium,build-cov/_deps/catch2-src/src/catch2/benchmark/catch_chronometer.hpp,48
FMEA-5816,isDebuggerActive,Race condition in isDebuggerActive(),Incorrect system behaviour or safety-function failure originating in isDebuggerActive (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3793
FMEA-12236,BoundFlagRef,Race condition in BoundFlagRef(),Incorrect system behaviour or safety-function failure originating in BoundFlagRef (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,742
FMEA-5052,testCaseEnded,Race condition in testCaseEnded(),Incorrect system behaviour or safety-function failure originating in testCaseEnded (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13552
FMEA-5820,IsDebuggerPresent,Race condition in IsDebuggerPresent(),Incorrect system behaviour or safety-function failure originating in IsDebuggerPresent (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3794
FMEA-12240,setFlag,Race condition in setFlag(),Incorrect system behaviour or safety-function failure originating in setFlag (function),7,3,6,126,medium,build-cov/_deps/catch2-src/third_party/clara.hpp,744
FMEA-5048,testCaseStarting,Race condition in testCaseStarting(),Incorrect system behaviour or safety-function failure originating in testCaseStarting (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,13551
FMEA-5768,use,Race condition in use(),Incorrect system behaviour or safety-function failure originating in use (function),7,3,6,126,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.cpp,3441
