ID,Item,FailureMode,Effect,Severity,Occurrence,Detection,RPN,ActionPriority,File,Line
FMEA-8853,NameAndLocationRef,Incorrect return value in NameAndLocationRef(),Incorrect system behaviour or safety-function failure originating in NameAndLocationRef (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,51
FMEA-2120,TagPattern,Exception propagation in TagPattern(),Incorrect system behaviour or safety-function failure originating in TagPattern (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3448
FMEA-8851,NameAndLocationRef,Memory leak in NameAndLocationRef(),Incorrect system behaviour or safety-function failure originating in NameAndLocationRef (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,47
FMEA-2129,serializeTo,Incorrect return value in serializeTo(),Incorrect system behaviour or safety-function failure originating in serializeTo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3453
FMEA-8849,NameAndLocationRef,Incorrect initialisation in NameAndLocationRef(),Incorrect system behaviour or safety-function failure originating in NameAndLocationRef (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,47
FMEA-8848,NameAndLocation,Exception propagation in NameAndLocation(),Incorrect system behaviour or safety-function failure originating in NameAndLocation (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,21
FMEA-8847,NameAndLocation,Memory leak in NameAndLocation(),Incorrect system behaviour or safety-function failure originating in NameAndLocation (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,21
FMEA-2130,serializeTo,Unhandled error in serializeTo(),Incorrect system behaviour or safety-function failure originating in serializeTo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3453
FMEA-8845,NameAndLocation,Incorrect initialisation in NameAndLocation(),Incorrect system behaviour or safety-function failure originating in NameAndLocation (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,21
FMEA-2133,Filter,Incorrect initialisation in Filter(),Incorrect system behaviour or safety-function failure originating in Filter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3458
FMEA-8842,TestRunInfo,Unhandled error in TestRunInfo(),Incorrect system behaviour or safety-function failure originating in TestRunInfo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_run_info.hpp,16
FMEA-8841,TestRunInfo,Incorrect return value in TestRunInfo(),Incorrect system behaviour or safety-function failure originating in TestRunInfo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_run_info.hpp,16
FMEA-8840,TestRunInfo,Exception propagation in TestRunInfo(),Incorrect system behaviour or safety-function failure originating in TestRunInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_run_info.hpp,15
FMEA-8839,TestRunInfo,Memory leak in TestRunInfo(),Incorrect system behaviour or safety-function failure originating in TestRunInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_run_info.hpp,15
FMEA-8594,AnsiSkippingString,Unhandled error in AnsiSkippingString(),Incorrect system behaviour or safety-function failure originating in AnsiSkippingString (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_textflow.hpp,50
FMEA-2109,matches,Incorrect return value in matches(),Incorrect system behaviour or safety-function failure originating in matches (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3441
FMEA-8898,startCycle,Unhandled error in startCycle(),Incorrect system behaviour or safety-function failure originating in startCycle (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,179
FMEA-8897,startCycle,Incorrect return value in startCycle(),Incorrect system behaviour or safety-function failure originating in startCycle (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,179
FMEA-8896,TrackerContext,Exception propagation in TrackerContext(),Incorrect system behaviour or safety-function failure originating in TrackerContext (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,163
FMEA-8895,TrackerContext,Memory leak in TrackerContext(),Incorrect system behaviour or safety-function failure originating in TrackerContext (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,163
FMEA-2103,NamePattern,Memory leak in NamePattern(),Incorrect system behaviour or safety-function failure originating in NamePattern (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3438
FMEA-8893,TrackerContext,Incorrect initialisation in TrackerContext(),Incorrect system behaviour or safety-function failure originating in TrackerContext (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,163
FMEA-2104,NamePattern,Exception propagation in NamePattern(),Incorrect system behaviour or safety-function failure originating in NamePattern (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3438
FMEA-2105,NamePattern,Incorrect return value in NamePattern(),Incorrect system behaviour or safety-function failure originating in NamePattern (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3440
FMEA-8890,openChild,Unhandled error in openChild(),Incorrect system behaviour or safety-function failure originating in openChild (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,145
FMEA-8889,openChild,Incorrect return value in openChild(),Incorrect system behaviour or safety-function failure originating in openChild (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,145
FMEA-2106,NamePattern,Unhandled error in NamePattern(),Incorrect system behaviour or safety-function failure originating in NamePattern (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3440
FMEA-8886,hasChildren,Unhandled error in hasChildren(),Incorrect system behaviour or safety-function failure originating in hasChildren (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,139
FMEA-8885,hasChildren,Incorrect return value in hasChildren(),Incorrect system behaviour or safety-function failure originating in hasChildren (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,139
FMEA-8962,addNextFilters,Unhandled error in addNextFilters(),Incorrect system behaviour or safety-function failure originating in addNextFilters (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,229
FMEA-2110,matches,Unhandled error in matches(),Incorrect system behaviour or safety-function failure originating in matches (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3441
FMEA-8882,addChild,Unhandled error in addChild(),Incorrect system behaviour or safety-function failure originating in addChild (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,131
FMEA-8881,addChild,Incorrect return value in addChild(),Incorrect system behaviour or safety-function failure originating in addChild (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,131
FMEA-2113,serializeTo,Incorrect return value in serializeTo(),Incorrect system behaviour or safety-function failure originating in serializeTo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3443
FMEA-8878,markAsNeedingAnotherRun,Unhandled error in markAsNeedingAnotherRun(),Incorrect system behaviour or safety-function failure originating in markAsNeedingAnotherRun (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,128
FMEA-8877,markAsNeedingAnotherRun,Incorrect return value in markAsNeedingAnotherRun(),Incorrect system behaviour or safety-function failure originating in markAsNeedingAnotherRun (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,128
FMEA-2114,serializeTo,Unhandled error in serializeTo(),Incorrect system behaviour or safety-function failure originating in serializeTo (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3443
FMEA-8874,hasStarted,Unhandled error in hasStarted(),Incorrect system behaviour or safety-function failure originating in hasStarted (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,123
FMEA-8873,hasStarted,Incorrect return value in hasStarted(),Incorrect system behaviour or safety-function failure originating in hasStarted (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,123
FMEA-2117,TagPattern,Incorrect initialisation in TagPattern(),Incorrect system behaviour or safety-function failure originating in TagPattern (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3448
FMEA-2119,TagPattern,Memory leak in TagPattern(),Incorrect system behaviour or safety-function failure originating in TagPattern (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3448
FMEA-8870,isOpen,Unhandled error in isOpen(),Incorrect system behaviour or safety-function failure originating in isOpen (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,121
FMEA-8869,isOpen,Incorrect return value in isOpen(),Incorrect system behaviour or safety-function failure originating in isOpen (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,121
FMEA-9037,JsonValueWriter,Incorrect initialisation in JsonValueWriter(),Incorrect system behaviour or safety-function failure originating in JsonValueWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,28
FMEA-9053,write,Incorrect return value in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,40
FMEA-2017,operator,Incorrect return value in operator(),Incorrect system behaviour or safety-function failure originating in operator (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3115
FMEA-9050,write,Unhandled error in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,37
FMEA-9049,write,Incorrect return value in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,37
FMEA-2018,operator,Unhandled error in operator(),Incorrect system behaviour or safety-function failure originating in operator (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3115
FMEA-9046,writeArray,Unhandled error in writeArray(),Incorrect system behaviour or safety-function failure originating in writeArray (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,34
FMEA-9045,writeArray,Incorrect return value in writeArray(),Incorrect system behaviour or safety-function failure originating in writeArray (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,34
FMEA-2021,approx,Incorrect return value in approx(),Incorrect system behaviour or safety-function failure originating in approx (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3116
FMEA-2022,approx,Unhandled error in approx(),Incorrect system behaviour or safety-function failure originating in approx (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3116
FMEA-9042,writeObject,Unhandled error in writeObject(),Incorrect system behaviour or safety-function failure originating in writeObject (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,33
FMEA-9041,writeObject,Incorrect return value in writeObject(),Incorrect system behaviour or safety-function failure originating in writeObject (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,33
FMEA-9040,JsonValueWriter,Exception propagation in JsonValueWriter(),Incorrect system behaviour or safety-function failure originating in JsonValueWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,28
FMEA-9039,JsonValueWriter,Memory leak in JsonValueWriter(),Incorrect system behaviour or safety-function failure originating in JsonValueWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,28
FMEA-9054,write,Unhandled error in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,40
FMEA-9036,JsonUtils,Exception propagation in JsonUtils(),Incorrect system behaviour or safety-function failure originating in JsonUtils (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,21
FMEA-9035,JsonUtils,Memory leak in JsonUtils(),Incorrect system behaviour or safety-function failure originating in JsonUtils (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,21
FMEA-2025,Approx,Incorrect return value in Approx(),Incorrect system behaviour or safety-function failure originating in Approx (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3124
FMEA-9033,JsonUtils,Incorrect initialisation in JsonUtils(),Incorrect system behaviour or safety-function failure originating in JsonUtils (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,21
FMEA-2026,Approx,Unhandled error in Approx(),Incorrect system behaviour or safety-function failure originating in Approx (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3124
FMEA-9030,makeStream,Unhandled error in makeStream(),Incorrect system behaviour or safety-function failure originating in makeStream (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_istream.hpp,50
FMEA-9029,makeStream,Incorrect return value in makeStream(),Incorrect system behaviour or safety-function failure originating in makeStream (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_istream.hpp,50
FMEA-9028,IStream,Exception propagation in IStream(),Incorrect system behaviour or safety-function failure originating in IStream (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_istream.hpp,21
FMEA-9027,IStream,Memory leak in IStream(),Incorrect system behaviour or safety-function failure originating in IStream (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_istream.hpp,21
FMEA-2029,SourceLineInfo,Incorrect initialisation in SourceLineInfo(),Incorrect system behaviour or safety-function failure originating in SourceLineInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3226
FMEA-9025,IStream,Incorrect initialisation in IStream(),Incorrect system behaviour or safety-function failure originating in IStream (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_istream.hpp,21
FMEA-2031,SourceLineInfo,Memory leak in SourceLineInfo(),Incorrect system behaviour or safety-function failure originating in SourceLineInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3226
FMEA-2032,SourceLineInfo,Exception propagation in SourceLineInfo(),Incorrect system behaviour or safety-function failure originating in SourceLineInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3226
FMEA-9071,JsonObjectWriter,Memory leak in JsonObjectWriter(),Incorrect system behaviour or safety-function failure originating in JsonObjectWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,63
FMEA-1997,Approx,Incorrect initialisation in Approx(),Incorrect system behaviour or safety-function failure originating in Approx (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3099
FMEA-1999,Approx,Memory leak in Approx(),Incorrect system behaviour or safety-function failure originating in Approx (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3099
FMEA-9082,writeObject,Unhandled error in writeObject(),Incorrect system behaviour or safety-function failure originating in writeObject (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,92
FMEA-9081,writeObject,Incorrect return value in writeObject(),Incorrect system behaviour or safety-function failure originating in writeObject (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,92
FMEA-9080,JsonArrayWriter,Exception propagation in JsonArrayWriter(),Incorrect system behaviour or safety-function failure originating in JsonArrayWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,82
FMEA-9079,JsonArrayWriter,Memory leak in JsonArrayWriter(),Incorrect system behaviour or safety-function failure originating in JsonArrayWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,82
FMEA-2000,Approx,Exception propagation in Approx(),Incorrect system behaviour or safety-function failure originating in Approx (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3099
FMEA-9077,JsonArrayWriter,Incorrect initialisation in JsonArrayWriter(),Incorrect system behaviour or safety-function failure originating in JsonArrayWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,82
FMEA-2001,equalityComparisonImpl,Incorrect return value in equalityComparisonImpl(),Incorrect system behaviour or safety-function failure originating in equalityComparisonImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3101
FMEA-2002,equalityComparisonImpl,Unhandled error in equalityComparisonImpl(),Incorrect system behaviour or safety-function failure originating in equalityComparisonImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3101
FMEA-9074,write,Unhandled error in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,73
FMEA-9073,write,Incorrect return value in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,73
FMEA-9072,JsonObjectWriter,Exception propagation in JsonObjectWriter(),Incorrect system behaviour or safety-function failure originating in JsonObjectWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,63
FMEA-9022,add,Unhandled error in add(),Incorrect system behaviour or safety-function failure originating in add (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_tag_alias_registry.hpp,25
FMEA-9069,JsonObjectWriter,Incorrect initialisation in JsonObjectWriter(),Incorrect system behaviour or safety-function failure originating in JsonObjectWriter (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,63
FMEA-2005,setMargin,Incorrect return value in setMargin(),Incorrect system behaviour or safety-function failure originating in setMargin (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3103
FMEA-2006,setMargin,Unhandled error in setMargin(),Incorrect system behaviour or safety-function failure originating in setMargin (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3103
FMEA-9066,writeImpl,Unhandled error in writeImpl(),Incorrect system behaviour or safety-function failure originating in writeImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,53
FMEA-9065,writeImpl,Incorrect return value in writeImpl(),Incorrect system behaviour or safety-function failure originating in writeImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,53
FMEA-2009,setEpsilon,Incorrect return value in setEpsilon(),Incorrect system behaviour or safety-function failure originating in setEpsilon (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3105
FMEA-9062,writeImpl,Unhandled error in writeImpl(),Incorrect system behaviour or safety-function failure originating in writeImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,44
FMEA-9061,writeImpl,Incorrect return value in writeImpl(),Incorrect system behaviour or safety-function failure originating in writeImpl (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,44
FMEA-2010,setEpsilon,Unhandled error in setEpsilon(),Incorrect system behaviour or safety-function failure originating in setEpsilon (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3105
FMEA-9058,write,Unhandled error in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,41
FMEA-9057,write,Incorrect return value in write(),Incorrect system behaviour or safety-function failure originating in write (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_jsonwriter.hpp,41
FMEA-2013,Approx,Incorrect return value in Approx(),Incorrect system behaviour or safety-function failure originating in Approx (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3108
FMEA-2014,Approx,Unhandled error in Approx(),Incorrect system behaviour or safety-function failure originating in Approx (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3108
FMEA-2053,succeeded,Incorrect return value in succeeded(),Incorrect system behaviour or safety-function failure originating in succeeded (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3328
FMEA-8992,BinaryExpr,Exception propagation in BinaryExpr(),Incorrect system behaviour or safety-function failure originating in BinaryExpr (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,187
FMEA-8991,BinaryExpr,Memory leak in BinaryExpr(),Incorrect system behaviour or safety-function failure originating in BinaryExpr (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,187
FMEA-2047,AssertionResult,Memory leak in AssertionResult(),Incorrect system behaviour or safety-function failure originating in AssertionResult (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3322
FMEA-8989,BinaryExpr,Incorrect initialisation in BinaryExpr(),Incorrect system behaviour or safety-function failure originating in BinaryExpr (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,187
FMEA-2048,AssertionResult,Exception propagation in AssertionResult(),Incorrect system behaviour or safety-function failure originating in AssertionResult (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3322
FMEA-2049,isOk,Incorrect return value in isOk(),Incorrect system behaviour or safety-function failure originating in isOk (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3327
FMEA-8986,formatReconstructedExpression,Unhandled error in formatReconstructedExpression(),Incorrect system behaviour or safety-function failure originating in formatReconstructedExpression (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,184
FMEA-8985,formatReconstructedExpression,Incorrect return value in formatReconstructedExpression(),Incorrect system behaviour or safety-function failure originating in formatReconstructedExpression (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,184
FMEA-2050,isOk,Unhandled error in isOk(),Incorrect system behaviour or safety-function failure originating in isOk (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3327
FMEA-8982,ITransientExpression,Unhandled error in ITransientExpression(),Incorrect system behaviour or safety-function failure originating in ITransientExpression (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,166
FMEA-8981,ITransientExpression,Incorrect return value in ITransientExpression(),Incorrect system behaviour or safety-function failure originating in ITransientExpression (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,166
FMEA-8980,ITransientExpression,Exception propagation in ITransientExpression(),Incorrect system behaviour or safety-function failure originating in ITransientExpression (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,156
FMEA-8979,ITransientExpression,Memory leak in ITransientExpression(),Incorrect system behaviour or safety-function failure originating in ITransientExpression (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,156
FMEA-8993,streamReconstructedExpression,Incorrect return value in streamReconstructedExpression(),Incorrect system behaviour or safety-function failure originating in streamReconstructedExpression (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,192
FMEA-8977,ITransientExpression,Incorrect initialisation in ITransientExpression(),Incorrect system behaviour or safety-function failure originating in ITransientExpression (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,156
FMEA-8976,always_false,Exception propagation in always_false(),Incorrect system behaviour or safety-function failure originating in always_false (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,154
FMEA-8975,always_false,Memory leak in always_false(),Incorrect system behaviour or safety-function failure originating in always_false (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,154
FMEA-2054,succeeded,Unhandled error in succeeded(),Incorrect system behaviour or safety-function failure originating in succeeded (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3328
FMEA-8973,always_false,Incorrect initialisation in always_false(),Incorrect system behaviour or safety-function failure originating in always_false (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_decomposer.hpp,154
FMEA-8972,make_void,Exception propagation in make_void(),Incorrect system behaviour or safety-function failure originating in make_void (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_void_type.hpp,16
FMEA-8971,make_void,Memory leak in make_void(),Incorrect system behaviour or safety-function failure originating in make_void (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_void_type.hpp,16
FMEA-8969,make_void,Incorrect initialisation in make_void(),Incorrect system behaviour or safety-function failure originating in make_void (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_void_type.hpp,16
FMEA-2057,hasExpression,Incorrect return value in hasExpression(),Incorrect system behaviour or safety-function failure originating in hasExpression (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3330
FMEA-2058,hasExpression,Unhandled error in hasExpression(),Incorrect system behaviour or safety-function failure originating in hasExpression (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3330
FMEA-8966,trimmedName,Unhandled error in trimmedName(),Incorrect system behaviour or safety-function failure originating in trimmedName (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,233
FMEA-8965,trimmedName,Incorrect return value in trimmedName(),Incorrect system behaviour or safety-function failure originating in trimmedName (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_test_case_tracker.hpp,233
FMEA-2061,hasMessage,Incorrect return value in hasMessage(),Incorrect system behaviour or safety-function failure originating in hasMessage (function),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3331
FMEA-2039,AssertionInfo,Memory leak in AssertionInfo(),Incorrect system behaviour or safety-function failure originating in AssertionInfo (class),5,3,4,60,medium,build-cov/_deps/catch2-src/extras/catch_amalgamated.hpp,3251
FMEA-9021,add,Incorrect return value in add(),Incorrect system behaviour or safety-function failure originating in add (function),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_tag_alias_registry.hpp,25
FMEA-9020,TagAliasRegistry,Exception propagation in TagAliasRegistry(),Incorrect system behaviour or safety-function failure originating in TagAliasRegistry (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_tag_alias_registry.hpp,20
FMEA-9019,TagAliasRegistry,Memory leak in TagAliasRegistry(),Incorrect system behaviour or safety-function failure originating in TagAliasRegistry (class),5,3,4,60,medium,build-cov/_deps/catch2-src/src/catch2/internal/catch_tag_alias_registry.hpp,20
